SERIAL_NUMBER,VIOLATION_STATUS,VIOLATION_CODE,VIOLATION_DESCRIPTION,ObjectId
DA3LMV7LZ,OUT OF COMPLIANCE,P021,POOL WATER QUALITY - CLOUDY / TURBID / GREEN,9511
DABZON9ZJ,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9512
DABZON9ZJ,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9513
DAHVQY28V,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,9514
DANBSZQKK,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9515
DAPM2MAOO,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9516
DAPM2MAOO,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,9517
DAUSZXK0H,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9518
DAUSZXK0H,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9519
DAVCJE4W9,OUT OF COMPLIANCE,CP23,EQUIPMENT AND APPLIANCES MAINTAINED,9520
DAVCJE4W9,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,9521
DAY39RXL6,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9522
DAASUFPET,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,9523
DACRTEFNI,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9524
DACRTEFNI,OUT OF COMPLIANCE,H057,COCKROACHES - PREMISES,9525
DAF0PB45K,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,9526
DAF0PB45K,OUT OF COMPLIANCE,H096,VENT SCREENS - PREMISES,9527
DAUQ99BCB,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9528
DAWPH50NR,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,9529
DA1DMBGII,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,9530
DACF1IQ8P,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,9531
DACF1IQ8P,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,9532
DACF1IQ8P,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9533
DACIANCG0,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,9534
DACNKKX88,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9535
DACNKKX88,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,9536
DACNKKX88,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9537
DAHXOETYK,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,9538
DAKHBQF9F,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9539
DAKHBQF9F,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,9540
DAKHBQF9F,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT,9541
DANDAC4QV,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,9542
DANDAC4QV,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9543
DAO3XBL9J,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9544
DAO3XBL9J,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9545
DAQE2SXVN,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9546
DAQFIUJRB,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9547
DA0HTTQL9,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9548
DA0WOLE7S,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9549
DA2449213,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,9550
DA2449213,OUT OF COMPLIANCE,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES,9551
DA2449503,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,9552
DAJXP000K,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,9553
DAP90UXFO,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,9554
DAP90UXFO,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9555
DAUGNWQDA,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,9556
DAUGNWQDA,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9557
DAUGNWQDA,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9558
DAUGNWQDA,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9559
DAUGNWQDA,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9560
DAUGNWQDA,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9561
DAUGNWQDA,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9562
DAUGNWQDA,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,9563
DAXNMCDJY,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,9564
DAXNMCDJY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9565
DAZ06JZAO,OUT OF COMPLIANCE,H058,FLIES - PREMISES,9566
DAZ06JZAO,OUT OF COMPLIANCE,H063,WATER LINE - PREMISES,9567
DAZ06JZAO,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,9568
DA2461561,OUT OF COMPLIANCE,H083,INADEQUATE LIGHTING - PREMISES,9569
DA2461561,OUT OF COMPLIANCE,H063,WATER LINE - PREMISES,9570
DA7GWDY0T,OUT OF COMPLIANCE,H062,NO HOT-WATER - PREMISES,9571
DA7GWDY0T,OUT OF COMPLIANCE,H101,SINK BASIN - PREMISES,9572
DADA0OAMF,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,9573
DADA0OAMF,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,9574
DADA0OAMF,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9575
DADTM5WAT,OUT OF COMPLIANCE,H021,BEDDING - UNIT,9576
DADTM5WAT,OUT OF COMPLIANCE,H085,LAUNDRY ROOM/REC ROOM - PREMISES,9577
DAF30AWVO,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9578
DAGCV9P73,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT,9579
DAHFZOMEM,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,9580
DAJVMKGYI,OUT OF COMPLIANCE,H062,NO HOT-WATER - PREMISES,9581
DAJVMKGYI,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,9582
DATQLLQXU,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9583
DATQLLQXU,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9584
DATQLLQXU,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9585
DAC0AZQI0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9586
DAL6FW651,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9587
DAL6FW651,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,9588
DAL6FW651,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9589
DAL6FW651,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9590
DAL6FW651,OUT OF COMPLIANCE,H011,COVER PLATES - UNIT,9591
DAL6FW651,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT,9592
DAMVT2B03,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,9593
DARBPSMAQ,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,9594
DARBPSMAQ,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9595
DARBPSMAQ,OUT OF COMPLIANCE,H011,COVER PLATES - UNIT,9596
DARBPSMAQ,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9597
DARBPSMAQ,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,9598
DARBPSMAQ,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,9599
DAXWMTCIT,OUT OF COMPLIANCE,H061,RATS/MICE - PREMISES,9600
DAS021O5J,OUT OF COMPLIANCE,H024,ILLEGAL CONVERSIONS - UNIT,9601
DAS021O5J,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,9602
DAS021O5J,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9603
DAS021O5J,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,9604
DAS021O5J,OUT OF COMPLIANCE,H018,UNAPPROVED TYPE - UNIT,9605
DAS021O5J,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9606
DAS021O5J,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,9607
DASCKQUPG,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9608
DAUAOIPEU,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9609
DAUAOIPEU,OUT OF COMPLIANCE,H096,VENT SCREENS - PREMISES,9610
DAUAOIPEU,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,9611
DAZGVHLLI,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,9612
DA36KPZW8,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,9613
DA36KPZW8,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,9614
DABHGIOIV,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,9615
DABHGIOIV,OUT OF COMPLIANCE,H037,VENTILATION - UNIT,9616
DACFZOEEM,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9617
DAFW90IUU,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,9618
DAFW90IUU,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9619
DAHJN0XVW,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,9620
DAHNN6F7G,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9621
DAHQIDH56,OUT OF COMPLIANCE,H042,NO WATER - UNIT,9622
DAHQIDH56,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9623
DALELOJLH,OUT OF COMPLIANCE,H063,WATER LINE - PREMISES,9624
DALELOJLH,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,9625
DAQ8FOMRY,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9626
DAQ8FOMRY,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9627
DAVERZXAL,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,9628
DAY5BQYXE,OUT OF COMPLIANCE,H062,NO HOT-WATER - PREMISES,9629
DA2B391OZ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9630
DA3K4LPVZ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9631
DA3K4LPVZ,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,9632
DA3K4LPVZ,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,9633
DABZJ1C0N,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,9634
DAFVKZMHH,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9635
DAFVKZMHH,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9636
DAQY80S81,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,9637
DAUNKEQBK,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,9638
DAUNKEQBK,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9639
DAUNXFD0X,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9640
DAWAFKVS1,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,9641
DAXNMQAAU,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9642
DAYDQBOSK,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9643
DAYDQBOSK,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9644
DAZH0MZDE,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,9645
DAZH0MZDE,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,9646
DA4H8GXTI,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,9647
DA4H8GXTI,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9648
DAVK6CIAC,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9649
DAC1BJ5HU,OUT OF COMPLIANCE,CP49,OTHER,9650
DAICG4M0M,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,9651
DAICG4M0M,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9652
DAICG4M0M,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,9653
DAIMCQHFP,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9654
DAIV0VS9P,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,9655
DAIV0VS9P,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,9656
DAIV0VS9P,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9657
DAKCDHS2T,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,9658
DAKCDHS2T,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,9659
DAPP7GLI9,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,9660
DAPS3ACNE,OUT OF COMPLIANCE,H061,RATS/MICE - PREMISES,9661
DAQJ9PUY3,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9662
DASLNL1HB,OUT OF COMPLIANCE,H016,FIXTURES - UNIT,9663
DASLNL1HB,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,9664
DASLNL1HB,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,9665
DASLNL1HB,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9666
DASLNL1HB,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9667
DATQF7RIQ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9668
DAUG1M4GJ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9669
DAUYCFKKV,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,9670
DAUYCFKKV,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9671
DAUYCFKKV,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9672
DAUYCFKKV,OUT OF COMPLIANCE,H016,FIXTURES - UNIT,9673
DAUYCFKKV,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9674
DAVSIHA45,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9675
DAVSIHA45,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9676
DAWVYXZMF,OUT OF COMPLIANCE,H031,CAST-OFFS/DEBRIS/WASTE - UNIT,9677
DAWVYXZMF,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,9678
DAWVYXZMF,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9679
DAX4Y7HZ0,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9680
DAX4Y7HZ0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9681
DAXG2DIN7,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9682
DAZM98UCV,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9683
DA2481110,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,9684
DA547FXRM,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9685
DACE9T0MN,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,9686
DALSGYT6E,OUT OF COMPLIANCE,H096,VENT SCREENS - PREMISES,9687
DALSGYT6E,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,9688
DAP3XM8NM,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9689
DAQTIMDDT,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9690
DAW0M8DB0,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9691
DAW0M8DB0,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,9692
DAW0M8DB0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9693
DAXZYSGVV,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9694
DAXZYSGVV,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9695
DAXZYSGVV,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,9696
DA0PTMUFA,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9697
DA0PTMUFA,OUT OF COMPLIANCE,H096,VENT SCREENS - PREMISES,9698
DA0PTMUFA,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,9699
DAAX0JI5D,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9700
DAC1BJ5HU,OUT OF COMPLIANCE,H042,NO WATER - UNIT,9701
DAF9BD2FX,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9702
DAF9BD2FX,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,9703
DAMOCRRRY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9704
DAMOCRRRY,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9705
DANAOCTG4,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9706
DAQEOZ0LV,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,9707
DAQMVGFGK,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9708
DAQMVGFGK,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,9709
DATHMPSTU,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9710
DAZQDIY2E,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9711
DA8R0IGPH,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,9712
DA8R0IGPH,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,9713
DA96TOLXR,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9714
DA96TOLXR,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,9715
DAHO505JL,OUT OF COMPLIANCE,CP23,EQUIPMENT AND APPLIANCES MAINTAINED,9716
DAL6FEYD1,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9717
DAL6FEYD1,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9718
DAL6FEYD1,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9719
DAR5GOTCB,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9720
DAR5GOTCB,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9721
DATCFJDM1,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,9722
DAUAHSV0Q,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,9723
DAUAHSV0Q,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9724
DAUAHSV0Q,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,9725
DAUTPCKQ1,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9726
DAUTPCKQ1,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,9727
DAUTPCKQ1,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,9728
DAUTPCKQ1,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9729
DAV0NCTBV,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,9730
DAV0NCTBV,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9731
DAXETYYVB,OUT OF COMPLIANCE,H063,WATER LINE - PREMISES,9732
DAXETYYVB,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,9733
DA1784ZND,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9734
DA1784ZND,OUT OF COMPLIANCE,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES,9735
DA1784ZND,OUT OF COMPLIANCE,H022,FURNITURE - UNIT,9736
DA1784ZND,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9737
DARUNOIQ2,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9738
DARUNOIQ2,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9739
DAUKSX0MH,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,9740
DAUKSX0MH,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT,9741
DAUKSX0MH,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,9742
DAUKSX0MH,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,9743
DA50KRGQ0,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,9744
DA6JVUOLU,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9745
DABBNJJWV,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9746
DABBNJJWV,OUT OF COMPLIANCE,H083,INADEQUATE LIGHTING - PREMISES,9747
DABBNJJWV,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,9748
DABBNJJWV,OUT OF COMPLIANCE,CP26,ELECTRICAL,9749
DABBNJJWV,OUT OF COMPLIANCE,H092,WINDOWS/SCREENS - PREMISES,9750
DAAX0JI5D,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,9751
DAC2CWEXB,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,9752
DAC2CWEXB,OUT OF COMPLIANCE,H099,MOSQUITOS - PREMISES,9753
DAC2CWEXB,OUT OF COMPLIANCE,H085,LAUNDRY ROOM/REC ROOM - PREMISES,9754
DAC2CWEXB,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,9755
DADPRDMT1,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9756
DADPRDMT1,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9757
DADPRDMT1,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,9758
DADPRDMT1,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9759
DAHAAOUS0,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,9760
DAHAAOUS0,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,9761
DAJOSGYM0,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9762
DAJOSGYM0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9763
DAKJPADZ0,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9764
DAKJPADZ0,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,9765
DATO5DMEZ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9766
DAWET0HYI,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,9767
DA0YVENY7,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,9768
DA3HOP5BA,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,9769
DA80GEYHB,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,9770
DA80GEYHB,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9771
DA80GEYHB,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,9772
DA80GEYHB,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9773
DA80GEYHB,OUT OF COMPLIANCE,H011,COVER PLATES - UNIT,9774
DA80GEYHB,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9775
DA80GEYHB,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9776
DA80GEYHB,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,9777
DA80GEYHB,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,9778
DA9MRB0WN,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,9779
DA9MRB0WN,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,9780
DA9MRB0WN,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,9781
DA9MRB0WN,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,9782
DA9MRB0WN,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",9783
DA9MRB0WN,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,9784
DACUPW6GR,OUT OF COMPLIANCE,CV20,COVID-19 EMPLOYEE FACE COVER REQUIRED,9785
DAG6KFGD3,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,9786
DAG6KFGD3,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,9787
